fullVisitorId,channelGrouping,time,country,city,totalTransactionRevenue,transactions,timeOnSite,pageviews,sessionQualityDim,date,visitId,type,productRefundAmount,productQuantity,productPrice,productRevenue,productSKU,v2ProductName,v2ProductCategory,productVariant,currencyCode,itemQuantity,itemRevenue,transactionRevenue,transactionId,pageTitle,searchKeyword,pagePathLevel1,eCommerceAction_type,eCommerceAction_step,eCommerceAction_option
9242525754496359228,Organic Search,0,Serbia,not available in demo dataset,,,,1,,20160827,1472335011,PAGE,,,12990000,,GGOEADHB014799,Android Glass Water Bottle with Black Sleeve,Home/Drinkware/,(not set),USD,,,,,Drinkware,,/google+redesign/,0,1,
9063370709205682295,Organic Search,0,Canada,not available in demo dataset,,,,1,1,20170704,1499225367,PAGE,,,59990000,,GGOEGEHQ024099,Clip-on Compact Charger,Home/Electronics/,(not set),USD,,,,,Electronics | Google Merchandise Store,,/google+redesign/,0,1,
0271596310534061312,Organic Search,64390,Germany,not available in demo dataset,,,64,3,,20161121,1479764060,PAGE,,,18990000,,GGOEGAAX0325,YouTube Men's Short Sleeve Hero Tee Charcoal,Home/Apparel/Men's/Men's-T-Shirts/,(not set),USD,,,,,Men's T-Shirts | Apparel | Google Merchandise Store,,/google+redesign/,0,1,
020947562074452252,Organic Search,0,United Kingdom,not available in demo dataset,,,,1,,20170301,1488398424,PAGE,,,7990000,,GGOEYOLR080599,YouTube Notebook and Pen Set,Home/Shop by Brand/YouTube/,(not set),USD,,,,,YouTube | Shop by Brand | Google Merchandise Store,,/google+redesign/,0,1,
7686785537772322792,Paid Search,26488,United States,not available in demo dataset,,,59,5,,20170424,1493098617,PAGE,,,3990000,,GGOEAKDH019899,Windup Android,Home/Accessories/,(not set),USD,,,,,Accessories | Google Merchandise Store,,/google+redesign/,0,1,
0792073733957836511,Organic Search,0,Germany,not available in demo dataset,,,,1,,20170123,1485235552,PAGE,,,7990000,,GGOEYOLR080599,YouTube Notebook and Pen Set,Home/Shop by Brand/YouTube/,(not set),USD,,,,,YouTube | Shop by Brand | Google Merchandise Store,,/google+redesign/,0,1,
7894637781859655877,Direct,25112,United States,Sunnyvale,,,144,4,,20170209,1486683674,PAGE,,,21990000,,GGOEYHPA003510,YouTube Trucker Hat,Home/Apparel/,(not set),USD,,,,,Apparel | Google Merchandise Store,,/store.html,0,1,
3921213616472444367,Referral,4046,United States,Mountain View,,,4,2,,20160902,1472849071,PAGE,,,10990000,,GGOEGDHC015299,23 oz Wide Mouth Sport Bottle,Home/Drinkware/,(not set),USD,,,,,Drinkware,,/google+redesign/,0,1,
3561640813237287270,Affiliates,138545,Italy,Milan,,,193,4,,20160804,1470339528,PAGE,,,43990000,,GGOEGAAX0311,Google Heavyweight Long Sleeve Hero Tee Navy,Home/Apparel/,(not set),USD,,,,,Apparel,,/google+redesign/,0,1,
4940142805755057940,Organic Search,0,United States,New York,,,23,4,,20170703,1499144554,PAGE,,,11990000,,GGOEGKWQ060910,Google Bib White,Home/Apparel/,(not set),USD,,,,,Apparel | Google Merchandise Store,,/google+redesign/,0,1,
1027235795099168680,Organic Search,18402,Chile,not available in demo dataset,,,63,3,,20160919,1474296686,PAGE,,,7990000,,GGOEYDHJ019399,24 oz YouTube Sergeant Stripe Bottle,Home/Shop by Brand/YouTube/,(not set),USD,,,,,YouTube,,/google+redesign/,0,1,
3780103390321914617,Organic Search,0,Brazil,not available in demo dataset,,,23,2,1,20170709,1499647700,PAGE,,,10990000,,GGOEYHPB072210,YouTube Twill Cap,Home/Shop by Brand/YouTube/,(not set),USD,,,,,YouTube | Shop by Brand | Google Merchandise Store,,/google+redesign/,0,1,
0673370515905416086,Organic Search,26261,United Kingdom,not available in demo dataset,,,26,2,,20161130,1480539435,PAGE,,,16990000,,GGOEGAAX0661,You Tube Toddler Short Sleeve Tee Red,Home/Shop by Brand/YouTube/,(not set),USD,,,,,YouTube | Shop by Brand | Google Merchandise Store,,/google+redesign/,0,1,
4467065780015964237,Organic Search,15228,Italy,not available in demo dataset,,,88,3,,20161110,1478804163,PAGE,,,16990000,,GGOEGAAX0661,You Tube Toddler Short Sleeve Tee Red,Home/Shop by Brand/YouTube/,(not set),USD,,,,,YouTube | Shop by Brand | Google Merchandise Store,,/google+redesign/,0,1,
4239559114654333447,Organic Search,28762,New Zealand,not available in demo dataset,,,29,2,,20161018,1476860241,PAGE,,,18990000,,GGOEGAAX0292,Google Women's Short Sleeve Shirt Red,Home/Apparel/Women's/Women's-T-Shirts/,(not set),USD,,,,,Women's T-Shirts | Apparel | Google Merchandise Store,,/google+redesign/,0,1,
0298227875186877267,Organic Search,116601,Canada,Montreal,,,117,4,,20170406,1491494830,EVENT,,,2990000,,GGOEGOAQ020099,Four Color Retractable Pen,Home/Office/Writing Instruments/,(not set),,,,,,Writing Instruments | Office | Google Merchandise Store,,/google+redesign/,1,1,
9092698926735854630,Organic Search,0,Singapore,(not set),,,59,2,,20160919,1474286395,PAGE,,,16990000,,GGOEGAAX0106,Google Men's 100% Cotton Short Sleeve Hero Tee Navy,Home/Apparel/Men's/Men's-T-Shirts/,(not set),USD,,,,,Men's-T-Shirts,,/google+redesign/,0,1,
048623635253931278,Organic Search,96563,United States,not available in demo dataset,,,108,4,,20170702,1499034720,PAGE,,,16990000,,GGOEGAAX0104,Google Men's 100% Cotton Short Sleeve Hero Tee White,Home/Apparel/,(not set),USD,,,,,Apparel | Google Merchandise Store,,/google+redesign/,0,1,
2491137200700860596,Organic Search,81481,United States,not available in demo dataset,,,111,8,,20160821,1471813142,PAGE,,,74990000,,GGOEGAAX0595,Google Men's Microfiber 1/4 Zip Pullover Blue/Indigo,Home/Apparel/Men's/Men's-Outerwear/,(not set),USD,,,,,Men's-Outerwear,,/google+redesign/,0,1,
9162725953106382143,Organic Search,61676,India,not available in demo dataset,,,62,4,,20160825,1472173164,PAGE,,,58990000,,GGOEGEHQ071199,"Google High Capacity 10,400mAh Charger",Home/Electronics/,(not set),USD,,,,,Electronics,,/google+redesign/,0,1,
6590586470831107412,Organic Search,8009,United States,Atlanta,,,77,3,,20160812,1471047272,PAGE,,,59990000,,GGOEGEVB070899,Google Bongo Cupholder Bluetooth Speaker,Home/Shop by Brand/Google/,(not set),USD,,,,,Google,,/google+redesign/,0,1,
1299017818756049602,Organic Search,74685,United States,Hayward,,,158,7,,20170514,1494830469,PAGE,,,18990000,,GGOEGAAX0339,Google Men's Vintage Badge Tee White,Home/Apparel/Men's/Men's-T-Shirts/,(not set),USD,,,,,Men's T-Shirts | Apparel | Google Merchandise Store,,/google+redesign/,0,1,
8375379224051235746,Organic Search,68190,United States,not available in demo dataset,,,116,9,,20160926,1474914603,PAGE,,,55990000,,GGOEGETB023799,Google Power Bank,Home/Electronics/,(not set),USD,,,,,Electronics,,/store.html,0,1,
4989821450614702108,Organic Search,0,Laos,not available in demo dataset,,,47,2,,20170501,1493639669,PAGE,,,14990000,,GGOEYOCR077799,YouTube Hard Cover Journal,Home/Shop by Brand/YouTube/,(not set),USD,,,,,YouTube | Shop by Brand | Google Merchandise Store,,/google+redesign/,0,1,
1204505770077646660,Organic Search,32443,United States,not available in demo dataset,,,32,2,,20161024,1477342778,PAGE,,,18990000,,GGOEGAAX0325,YouTube Men's Short Sleeve Hero Tee Charcoal,Home/Shop by Brand/YouTube/,(not set),USD,,,,,YouTube | Shop by Brand | Google Merchandise Store,,/google+redesign/,0,1,
363353355754397151,Direct,0,Hong Kong,Hong Kong,,,29,2,,20170212,1486902812,PAGE,,,0,,9182859,Google Toddler Raglan Shirt Blue Heather/Navy,(not set),(not set),USD,,,,,The Google Merchandise Store/BRIGHTtravels Seat Pack Organizer,,/google+redesign/,0,1,
1434763051821605158,Organic Search,0,Netherlands,not available in demo dataset,,,,1,,20170414,1492164612,PAGE,,,10990000,,GGOEAHPJ074410,Android Twill Cap,Home/Apparel/,(not set),USD,,,,,Apparel | Google Merchandise Store,,/google+redesign/,0,1,
7362505699724173062,Direct,0,Netherlands,not available in demo dataset,,,,1,,20160825,1472168217,PAGE,,,39990000,,GGOEGAAX0311,Google Heavyweight Long Sleeve Hero Tee Navy,Home/Apparel/Men's/Men's-T-Shirts/,(not set),USD,,,,,Men's-T-Shirts,,/google+redesign/,0,1,
5308587084747813,Organic Search,0,United States,Chicago,,,,1,,20160818,1471541201,PAGE,,,1990000,,GGOEGOAB021699,Google Ballpoint Pen Black,Home/Office/,(not set),USD,,,,,Office,,/google+redesign/,0,1,
7390966985691553223,Organic Search,0,United Kingdom,not available in demo dataset,,,,1,,20170213,1487013959,PAGE,,,9990000,,GGOEYOCR078099,YouTube Spiral Journal with Pen,Home/Shop by Brand/YouTube/,(not set),USD,,,,,YouTube | Shop by Brand | Google Merchandise Store,,/google+redesign/,0,1,
3091794134305926900,Referral,42883,Japan,Shinjuku,,,43,2,,20160830,1472604963,PAGE,,,16990000,,GGOEGAAX0346,YouTube Men's Vintage Tee,Home/Apparel/Men's/Men's-T-Shirts/,(not set),USD,,,,,Men's-T-Shirts,,/google+redesign/,0,1,
32417370717978320,Referral,16317,United States,not available in demo dataset,,,320,4,,20160909,1473430866,PAGE,,,15190000,,GGOEGAAX0299,Google Women's V-Neck Tee Charcoal,Home/Apparel/Women's/Women's-T-Shirts/,(not set),USD,,,,,Women's-T-Shirts,,/google+redesign/,0,1,
8362460833049821292,Organic Search,27980,United States,not available in demo dataset,,,28,3,,20161130,1480520852,PAGE,,,18990000,,GGOEGAAX0325,YouTube Men's Short Sleeve Hero Tee Charcoal,Home/Shop by Brand/YouTube/,(not set),USD,,,,,YouTube | Shop by Brand | Google Merchandise Store,,/google+redesign/,0,1,
6708231818366624063,Organic Search,86962,United States,Philadelphia,,,167,4,,20170505,1493995088,PAGE,,,55990000,,GGOEGAAX0361,Android Women's Fleece Hoodie,Home/Apparel/Women's/,(not set),USD,,,,,Women's Apparel | Google Merchandise Store,,/google+redesign/,0,1,
8117182996157301894,Direct,34900,United States,Mountain View,,,290,6,1,20170721,1500682643,PAGE,,,22990000,,GGOEGESB015099,Basecamp Explorer Powerbank Flashlight,Home/Electronics/,(not set),USD,,,,,Electronics | Google Merchandise Store,,/google+redesign/,0,1,
3346515660055411990,Direct,0,Germany,not available in demo dataset,,,21,2,1,20170801,1501582675,PAGE,,,18990000,,GGOEGHPB080410,Google 5-Panel Snapback Cap,Home/Apparel/Headgear/,(not set),USD,,,,,Headgear | Apparel | Google Merchandise Store,,/google+redesign/,0,1,
551740580500105412,Organic Search,0,Germany,not available in demo dataset,,,,1,,20170423,1492945551,PAGE,,,3990000,,GGOEAKDH019899,Windup Android,Home/Shop by Brand/Android/,(not set),USD,,,,,Android | Shop by Brand | Google Merchandise Store,,/google+redesign/,0,1,
4972217527985701201,Organic Search,13376,Germany,Munich,,,186,7,,20170517,1495010689,PAGE,,,18990000,,GGOEGAAX0339,Google Men's Vintage Badge Tee White,Home/Apparel/Men's/Men's-T-Shirts/,(not set),USD,,,,,Men's T-Shirts | Apparel | Google Merchandise Store,,/google+redesign/,0,1,
0874838860068224630,Organic Search,364935,United States,Palo Alto,,,382,6,,20161114,1479177390,PAGE,,,1990000,,GGOEGFKQ020399,Google Laptop and Cell Phone Stickers,Home/Accessories/Stickers/,(not set),USD,,,,,Stickers | Accessories | Google Merchandise Store,,/google+redesign/,0,1,
8910224148024795059,Direct,1248997,United States,Chicago,,,1249,6,,20170426,1493222185,PAGE,,,76990000,,GGOEGEVB070699,Google Bluetooth Speaker-Power Bank,Home/Shop by Brand/Google/,(not set),USD,,,,,Google | Shop by Brand | Google Merchandise Store,,/google+redesign/,0,1,
744363211817595686,Referral,170923,United States,not available in demo dataset,,,171,8,,20160919,1474332586,PAGE,,,44790000,,GGOEGAAX0731,YouTube Men's Fleece Hoodie Black,(not set),(not set),USD,,,,,Store search results,,/asearch.html,0,1,
6301107553608396435,Organic Search,184694,Italy,Rome,,,220,7,,20170528,1495959627,PAGE,,,19990000,,GGOEGOCC077299,Google RFID Journal,Home/Office/Notebooks & Journals/,(not set),USD,,,,,Notebooks & Journals | Office | Google Merchandise Store,,/google+redesign/,0,1,
3171553768358141406,Organic Search,11624,United States,not available in demo dataset,,,33,5,,20170419,1492630955,PAGE,,,109990000,,GGOEGAAX0568,Google Men's Watershed Full Zip Hoodie Grey,Home/Apparel/Men's/,(not set),USD,,,,,Men's Apparel | Google Merchandise Store,,/google+redesign/,0,1,
90329496515096063,Direct,19734,Sweden,not available in demo dataset,,,77,5,,20161217,1481966923,PAGE,,,21990000,,GGOEGAAX0228,Insulated Bottle,Home/Drinkware/Water Bottles and Tumblers/,(not set),USD,,,,,Water Bottles & Tumblers | Drinkware | Google Merchandise Store,,/google+redesign/,0,1,
0219706466292257886,Organic Search,28929,Germany,not available in demo dataset,,,29,2,,20170218,1487444967,PAGE,,,4990000,,GGOEYDHJ056099,YouTube 22 oz Infuser Bottle,Home/Shop by Brand/YouTube/,(not set),USD,,,,,YouTube | Shop by Brand | Google Merchandise Store,,/google+redesign/,0,1,
3495699068595787741,Referral,5174,United States,San Francisco,,,32,3,,20161104,1478305799,PAGE,,,109990000,,GGOEGAAX0568,Google Men's Watershed Full Zip Hoodie Grey,Home/Apparel/,(not set),USD,,,,,Apparel | Google Merchandise Store,,/google+redesign/,0,1,
5933857502669481875,Organic Search,9260,United States,not available in demo dataset,,,38,4,,20161008,1475947502,PAGE,,,16990000,,GGOEGAAX0105,Google Men's 100% Cotton Short Sleeve Hero Tee Black,Home/Apparel/,(not set),USD,,,,,Apparel | Google Merchandise Store,,/google+redesign/,0,1,
0297829585236381315,Direct,0,India,not available in demo dataset,,,,1,,20170420,1492751937,PAGE,,,18990000,,GGOEGAAX0325,YouTube Men's Short Sleeve Hero Tee Charcoal,Home/Apparel/Men's/Men's-T-Shirts/,(not set),USD,,,,,Men's T-Shirts | Apparel | Google Merchandise Store,,/google+redesign/,0,1,
5152077668365829118,Referral,37775,United States,not available in demo dataset,,,38,5,,20160912,1473702468,PAGE,,,2500000,,GGOEGOAQ012899,Ballpoint LED Light Pen,Home/Office/,(not set),USD,,,,,Office,,/google+redesign/,0,1,
2331487186614720531,Referral,4876,United States,Mountain View,,,5,2,,20160824,1472080349,PAGE,,,34990000,,GGOEGAAX0335,YouTube Men's Long Sleeve Pullover Badge Tee Heather,Home/Apparel/Men's/Men's-T-Shirts/,(not set),USD,,,,,Men's-T-Shirts,,/google+redesign/,0,1,
2892997995706456108,Organic Search,0,Brazil,Rio de Janeiro,,,,1,,20170511,1494525748,PAGE,,,18990000,,GGOEGHPJ080310,Google Blackout Cap,Home/Apparel/Headgear/,(not set),USD,,,,,Headgear | Apparel | Google Merchandise Store,,/google+redesign/,0,1,
0801310722973149145,Organic Search,0,United States,Los Angeles,,,808,2,,20160901,1472765109,PAGE,,,19990000,,GGOEGAAX0328,Google Men's Skater Tee Charcoal,Home/Apparel/Men's/Men's-T-Shirts/,(not set),USD,,,,,Men's-T-Shirts,,/google+redesign/,0,1,
3604936159682837531,Organic Search,0,United States,not available in demo dataset,,,,1,,20170516,1494945398,PAGE,,,24990000,,GGOEGDHJ082599,Google 17 oz Double Wall Stainless Steel Insulated Bottle,Home/Drinkware/,(not set),USD,,,,,Drinkware | Google Merchandise Store,,/google+redesign/,0,1,
4531643479031441062,Organic Search,0,Cyprus,not available in demo dataset,,,,1,,20161215,1481815645,PAGE,,,24990000,,GGOEYHPA003610,YouTube Wool Heather Cap Heather/Black,Home/Shop by Brand/YouTube/,(not set),USD,,,,,YouTube | Shop by Brand | Google Merchandise Store,,/google+redesign/,0,1,
1092222277917945573,Organic Search,0,Japan,not available in demo dataset,,,,1,,20170701,1498911757,PAGE,,,4990000,,GGOEYDHJ056099,22 oz YouTube Bottle Infuser,Home/Shop by Brand/YouTube/,(not set),USD,,,,,YouTube | Shop by Brand | Google Merchandise Store,,/google+redesign/,0,1,
6556735658982863042,Organic Search,18694,Turkey,not available in demo dataset,,,74,3,,20170325,1490441856,PAGE,,,8990000,,GGOEWAEA083899,Waze Dress Socks,Home/Apparel/Men's/,(not set),USD,,,,,Men's Apparel | Google Merchandise Store,,/google+redesign/,0,1,
0003520120824829275,Organic Search,23699,United States,not available in demo dataset,,,77,4,,20160824,1472062410,PAGE,,,69990000,,GGOEGBRJ037399,Google Rucksack,Home/Bags/,(not set),USD,,,,,Bags,,/google+redesign/,0,1,
2034242112635919975,Direct,0,United Kingdom,not available in demo dataset,,,28,2,,20161217,1482045522,PAGE,,,4990000,,GGOEGCBB074399,Google Device Holder Sticky Pad,Home/Electronics/,(not set),USD,,,,,Electronics | Google Merchandise Store,,/google+redesign/,0,1,
8046004951484849099,Organic Search,211503,New Zealand,not available in demo dataset,,,212,2,,20170206,1486429619,PAGE,,,14990000,,GGOEYOCR077799,YouTube Hard Cover Journal,Home/Shop by Brand/YouTube/,(not set),USD,,,,,YouTube | Shop by Brand | Google Merchandise Store,,/google+redesign/,0,1,
1741764989965650390,Direct,19525,Czechia,Brno,,,20,2,,20170124,1485298510,PAGE,,,10990000,,GGOEGOCB017499,Leatherette Journal,Home/Office/Notebooks & Journals/,(not set),USD,,,,,Notebooks & Journals | Office | Google Merchandise Store,,/google+redesign/,0,1,
5835849940284564047,Organic Search,0,Indonesia,not available in demo dataset,,,,1,,20161210,1481427179,PAGE,,,14990000,,GGOEGBPB021199,Google Slim Utility Travel Bag,Home/Bags/,(not set),USD,,,,,Bags | Google Merchandise Store,,/google+redesign/,0,1,
345732409579370542,Organic Search,0,Mexico,not available in demo dataset,,,,1,1,20170714,1500017341,PAGE,,,16990000,,GGOEGAAX0318,YouTube Men's Short Sleeve Hero Tee Black,Home/Shop by Brand/YouTube/,(not set),USD,,,,,YouTube | Shop by Brand | Google Merchandise Store,,/google+redesign/,0,1,
6124230638365051203,Referral,24657,United States,not available in demo dataset,,,25,2,,20161123,1479950419,PAGE,,,16990000,,GGOEGAAX0105,Google Men's 100% Cotton Short Sleeve Hero Tee Black,Home/Shop by Brand/Google/,(not set),USD,,,,,Google | Shop by Brand | Google Merchandise Store,,/google+redesign/,0,1,
9617981052397166273,Organic Search,11464,United States,not available in demo dataset,,,33,4,,20160831,1472665844,PAGE,,,18990000,,GGOEGAAX0324,Android Men's Short Sleeve Tri-blend Hero Tee Grey,Home/Apparel/Men's/Men's-T-Shirts/,(not set),USD,,,,,Men's-T-Shirts,,/google+redesign/,0,1,
5425275560190154497,Organic Search,81326,(not set),(not set),,,81,2,1,20170725,1500994522,PAGE,,,39990000,,GGOEGAAX0313,Google Tri-blend Hoodie Grey,Home/Apparel/Men's/Men's-Outerwear/,(not set),USD,,,,,Men's Outerwear | Apparel | Google Merchandise Store,,/google+redesign/,0,1,
6179176038412942335,Organic Search,78517,United States,Chicago,,,91,5,,20161127,1480289494,PAGE,,,23990000,,GGOEGAAX0127,Android 24 oz Contigo Bottle,Home/Drinkware/,(not set),USD,,,,,Drinkware | Google Merchandise Store,,/google+redesign/,0,1,
2621399039680821915,Organic Search,116090,India,not available in demo dataset,,,128,6,,20170204,1486267837,PAGE,,,1250000,,GGOEGOAR021899,Retractable Ballpoint Pen Red,Home/Office/,(not set),USD,,,,,Office | Google Merchandise Store,,/google+redesign/,0,1,
914254714190694788,Organic Search,0,Sri Lanka,not available in demo dataset,,,,1,,20160819,1471658095,PAGE,,,20990000,,GGOEGAAX0357,Android Men's Vintage Tank,Home/Apparel/Men's/Men's-T-Shirts/,(not set),USD,,,,,Men's-T-Shirts,,/google+redesign/,0,1,
3003145168219673497,Organic Search,90874,United States,not available in demo dataset,,,94,10,,20170119,1484888124,PAGE,,,19990000,,GGOEGAAX0304,Google Women's 3/4 Sleeve Baseball Raglan Heather/Black,Home/Apparel/Women's/Women's-T-Shirts/,(not set),USD,,,,,Women's T-Shirts | Apparel | Google Merchandise Store,,/google+redesign/,0,1,
7221191223037547533,Direct,9747,United States,not available in demo dataset,,,17,4,,20160920,1474432725,PAGE,,,11990000,,GGOEGKWQ060910,Google Bib White,Home/Shop by Brand/Google/,(not set),USD,,,,,Google,,/google+redesign/,0,1,
1225654234961657758,Referral,80532,United States,Santa Clara,,,135,7,,20161216,1481937773,PAGE,,,23990000,,GGOEGOCR078499,Google Spiral Leather Journal,Home/Office/Notebooks & Journals/,(not set),USD,,,,,Notebooks & Journals | Office | Google Merchandise Store,,/google+redesign/,0,1,
1719274042538241679,Paid Search,53451,United States,not available in demo dataset,,,1218,8,,20170214,1487138416,PAGE,,,19990000,,GGOEGDHB072099,Google Insulated Stainless Steel Bottle,Home/Shop by Brand/Google/,(not set),USD,,,,,Google | Shop by Brand | Google Merchandise Store,,/google+redesign/,0,1,
3283371997653187453,Organic Search,110188,United States,not available in demo dataset,,,522,9,,20160829,1472502428,PAGE,,,16990000,,GGOEGAAX0340,Google Men's Vintage Badge Tee Green,Home/Apparel/Men's/Men's-T-Shirts/,(not set),USD,,,,,Men's-T-Shirts,,/google+redesign/,0,1,
0102120166816421321,Organic Search,774564,United States,not available in demo dataset,,,775,6,,20160818,1471523895,PAGE,,,39990000,,GGOEGAAX0310,Google Heavyweight Long Sleeve Hero Tee Burgundy,Home/Apparel/Men's/,(not set),USD,,,,,Men's,,/google+redesign/,0,1,
0509473811105827861,Organic Search,130408,United States,San Francisco,,,130,6,,20170311,1489271997,PAGE,,,17990000,,GGOEGOAB016099,Leather and Metal Ballpoint Pen,Home/Office/,(not set),USD,,,,,Office | Google Merchandise Store,,/google+redesign/,0,1,
7284395189084831349,Direct,171966,Belgium,not available in demo dataset,,,172,7,,20160817,1471436033,PAGE,,,23990000,,GGOEGAAX0747,Google Toddler Tee Fruit Games Pineapple,Home/Fruit Games/,(not set),USD,,,,,Fruit Games,,/google+redesign/,0,1,
517924995782966307,Organic Search,0,Germany,not available in demo dataset,,,,1,,20170427,1493317379,PAGE,,,18990000,,GGOEGAAX0685,Google Youth Short Sleeve T-shirt Yellow,Home/Apparel/Kid's/Kids-Youth/,(not set),USD,,,,,Youth | Kids' Apparel | Google Merchandise Store,,/google+redesign/,0,1,
2789206441608320930,Direct,0,Dominican Republic,not available in demo dataset,,,,1,,20170425,1493179823,PAGE,,,1990000,,GGOEYFKQ020699,YouTube Custom Decals,Home/Shop by Brand/YouTube/,(not set),USD,,,,,YouTube | Shop by Brand | Google Merchandise Store,,/google+redesign/,0,1,
3077577474597140511,Affiliates,3395,United Kingdom,not available in demo dataset,,,3,2,,20160818,1471511185,PAGE,,,16990000,,GGOEGAAX0341,Google Women's Vintage T-Shirt Black,Home/Apparel/,(not set),USD,,,,,Apparel,,/google+redesign/,0,1,
5954922722765912562,Referral,0,United States,Sunnyvale,,,,1,,20170510,1494441980,PAGE,,,119000000,,GGOENEBQ079199,Nest® Protect Smoke + CO White Wired Alarm-USA,Home/Nest/Nest-USA/,(not set),USD,,,,,Nest-USA,,/google+redesign/,0,1,
6535706166541998596,Direct,0,Croatia,Zagreb,,,,1,,20170315,1489605762,PAGE,,,9990000,,GGOEYOCR078099,YouTube Spiral Journal with Pen,Home/Shop by Brand/YouTube/,(not set),USD,,,,,YouTube | Shop by Brand | Google Merchandise Store,,/google+redesign/,0,1,
8807691098357270628,Organic Search,69246,India,Hyderabad,,,69,3,,20161006,1475807409,PAGE,,,22990000,,GGOEGESB015099,Basecamp Explorer Powerbank Flashlight,Home/Accessories/,(not set),USD,,,,,Accessories,,/google+redesign/,0,1,
8795709188835679490,Organic Search,32604,United States,Mountain View,,,33,3,,20160909,1473436220,PAGE,,,16990000,,GGOEGAAX0626,Android Infant Short Sleeve Tee Pink,Home/Shop by Brand/Android/,(not set),USD,,,,,Android,,/google+redesign/,0,1,
3518978915886832640,Direct,0,Guatemala,not available in demo dataset,,,,1,1,20170709,1499650443,PAGE,,,74990000,,GGOEGAAX0573,Google Men's Lightweight Microfleece Jacket Black,Home/Apparel/Men's/,(not set),USD,,,,,Men's Apparel | Google Merchandise Store,,/store.html,0,1,
7215582364661936080,Organic Search,0,Brazil,not available in demo dataset,,,,1,,20170313,1489459691,PAGE,,,14990000,,GGOEYOCR077799,YouTube Hard Cover Journal,Home/Shop by Brand/YouTube/,(not set),USD,,,,,YouTube | Shop by Brand | Google Merchandise Store,,/google+redesign/,0,1,
